Suburb,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount,Coordinates,StreetType,WeekDaySale
Brighton,4,h,3695000.0,S,Marshall,2016-12-03,11.2,3186,4,3,2,836.0,284.0,1960,Bayside,-37.9071,144.9898,Southern Metropolitan,10579,"-37.9071, 144.9898",St,5
Brighton,2,u,536000.0,SP,Hodges,2016-12-03,11.2,3186,2,1,2,0.0,70.0,1970,Bayside,-37.9081,145.0043,Southern Metropolitan,10579,"-37.9081, 145.0043",St,5
Brighton,4,h,3700000.0,S,Marshall,2016-12-03,11.2,3186,4,3,2,742.0,247.0,1900,Bayside,-37.914,144.9878,Southern Metropolitan,10579,"-37.914, 144.9878",St,5
Brighton,4,h,3775000.0,S,Buxton,2016-12-03,11.2,3186,4,3,2,745.0,126.0,1970,Bayside,-37.9139,144.9878,Southern Metropolitan,10579,"-37.9139, 144.9878",St,5
Brighton,3,h,1975000.0,S,Buxton,2016-12-03,11.2,3186,3,1,2,432.0,122.0,1930,Bayside,-37.9172,144.996,Southern Metropolitan,10579,"-37.9172, 144.996",St,5
Brighton,2,u,1300000.0,S,hockingstuart,2017-03-04,11.2,3186,2,2,1,244.0,126.0,2000,Bayside,-37.8954,145.0026,Southern Metropolitan,10579,"-37.8954, 145.0026",St,5
Brighton,3,h,1390000.0,S,other,2017-03-04,11.2,3186,3,1,2,340.0,137.0,1975,Bayside,-37.9205,145.0007,Southern Metropolitan,10579,"-37.9205, 145.0007",St,5
Brighton,4,h,4250000.0,S,Biggin,2017-03-04,11.2,3186,4,3,2,750.0,126.0,1970,Bayside,-37.8966,144.993,Southern Metropolitan,10579,"-37.8966, 144.993",St,5
Brighton,4,h,2905000.0,S,Marshall,2017-03-04,11.2,3186,4,3,1,487.0,260.0,1905,Bayside,-37.8926,144.9991,Southern Metropolitan,10579,"-37.8926, 144.9991",St,5
Brighton,2,u,1300000.0,S,Nick,2017-03-04,11.2,3186,2,2,2,329.0,132.0,1940,Bayside,-37.9172,145.004,Southern Metropolitan,10579,"-37.9172, 145.004",St,5
Brighton,3,t,1725000.0,PI,Buxton,2017-03-04,11.2,3186,3,2,2,411.0,225.0,1997,Bayside,-37.918,145.0035,Southern Metropolitan,10579,"-37.918, 145.0035",St,5
Brighton,3,h,2266000.0,S,Marshall,2017-03-04,11.2,3186,3,2,2,450.0,126.0,1970,Bayside,-37.9243,144.9989,Southern Metropolitan,10579,"-37.9243, 144.9989",St,5
Brighton,4,h,2910000.0,S,Marshall,2016-06-04,11.2,3186,4,1,2,732.0,126.0,1970,Bayside,-37.9136,144.9886,Southern Metropolitan,10579,"-37.9136, 144.9886",St,5
Brighton,3,h,2100000.0,S,Buxton,2016-06-04,11.2,3186,3,2,2,463.0,209.0,1970,Bayside,-37.9082,144.9968,Southern Metropolitan,10579,"-37.9082, 144.9968",St,5
Brighton,6,h,2700000.0,S,Kay,2016-06-04,11.2,3186,6,3,3,0.0,126.0,1970,Bayside,-37.9081,145.0015,Southern Metropolitan,10579,"-37.9081, 145.0015",St,5
Brighton,2,u,800000.0,S,Hodges,2016-06-04,11.2,3186,2,1,1,90.0,74.0,1960,Bayside,-37.9122,145.0038,Southern Metropolitan,10579,"-37.9122, 145.0038",St,5
Brighton,3,t,1750000.0,S,Buxton,2016-06-04,11.2,3186,3,2,2,352.0,126.0,1970,Bayside,-37.9139,145.0035,Southern Metropolitan,10579,"-37.9139, 145.0035",St,5
Brighton,4,h,1761000.0,S,Kay,2016-08-06,11.2,3186,4,2,3,615.0,135.0,1920,Bayside,-37.8956,145.0026,Southern Metropolitan,10579,"-37.8956, 145.0026",St,5
Brighton,3,h,2600000.0,S,Buxton,2016-08-06,11.2,3186,3,2,3,588.0,126.0,1970,Bayside,-37.9287,144.99200000000005,Southern Metropolitan,10579,"-37.9287, 144.992",St,5
Brighton,3,h,1302500.0,S,Nick,2016-08-06,11.2,3186,3,2,2,0.0,171.0,1993,Bayside,-37.9166,144.9942,Southern Metropolitan,10579,"-37.9166, 144.9942",St,5
Brighton,3,h,1900000.0,S,Marshall,2016-08-06,11.2,3186,3,0,0,0.0,126.0,1970,Bayside,-37.9301,144.9935,Southern Metropolitan,10579,"-37.9301, 144.9935",St,5
Brighton,5,h,2750000.0,VB,Buxton,2016-05-07,11.2,3186,4,3,1,509.0,341.0,2005,Bayside,-37.9118,144.9984,Southern Metropolitan,10579,"-37.9118, 144.9984",St,5
Brighton,2,u,892500.0,S,Nick,2016-05-07,11.2,3186,2,1,2,232.0,92.0,1970,Bayside,-37.9157,144.9973,Southern Metropolitan,10579,"-37.9157, 144.9973",St,5
Brighton,4,h,2145000.0,S,Buxton,2016-05-07,11.2,3186,3,2,1,550.0,197.0,1910,Bayside,-37.8954,145.0017,Southern Metropolitan,10579,"-37.8954, 145.0017",St,5
Brighton,5,h,3171000.0,S,Biggin,2016-05-07,11.2,3186,4,2,2,710.0,340.0,2000,Bayside,-37.9241,145.0008,Southern Metropolitan,10579,"-37.9241, 145.0008",St,5
Brighton,2,h,1910000.0,S,Hodges,2016-05-07,11.2,3186,2,2,4,696.0,126.0,1970,Bayside,-37.9249,144.9903,Southern Metropolitan,10579,"-37.9249, 144.9903",Ct,5
Brighton,3,t,1850000.0,SP,Buxton,2016-05-07,11.2,3186,3,2,2,0.0,126.0,1970,Bayside,-37.9045,145.0043,Southern Metropolitan,10579,"-37.9045, 145.0043",Gr,5
Brighton,3,t,1067000.0,S,Kay,2016-05-07,11.2,3186,3,0,1,0.0,126.0,1970,Bayside,-37.9119,144.9871,Southern Metropolitan,10579,"-37.9119, 144.9871",St,5
Brighton,3,h,1865000.0,VB,hockingstuart,2016-05-07,11.2,3186,3,2,2,295.0,126.0,1970,Bayside,-37.9119,145.0037,Southern Metropolitan,10579,"-37.9119, 145.0037",St,5
Brighton,2,u,620000.0,S,Gary,2016-11-07,11.2,3186,2,2,1,0.0,74.0,2013,Bayside,-37.9042,144.9954,Southern Metropolitan,10579,"-37.9042, 144.9954",St,0
Brighton,2,u,985000.0,PI,Marshall,2016-11-07,11.2,3186,2,1,1,611.0,126.0,1970,Bayside,-37.9039,145.0009,Southern Metropolitan,10579,"-37.9039, 145.0009",St,0
Brighton,3,t,1475000.0,PI,Buxton,2016-11-07,11.2,3186,3,2,2,345.0,163.0,2000,Bayside,-37.8943,144.9907,Southern Metropolitan,10579,"-37.8943, 144.9907",St,0
Brighton,2,h,502000.0,S,Hodges,2016-10-08,11.2,3186,2,2,0,116.0,126.0,1970,Bayside,-37.9252,145.0004,Southern Metropolitan,10579,"-37.9252, 145.0004",other,5
Brighton,2,u,700000.0,PI,RT,2016-10-08,11.2,3186,2,1,1,0.0,126.0,1952,Bayside,-37.9225,144.9891,Southern Metropolitan,10579,"-37.9225, 144.9891",St,5
Brighton,3,h,2400000.0,S,Marshall,2016-09-10,11.2,3186,3,2,2,835.0,126.0,1910,Bayside,-37.9225,144.991,Southern Metropolitan,10579,"-37.9225, 144.991",St,5
Brighton,2,u,590000.0,S,other,2016-09-10,11.2,3186,2,1,1,0.0,126.0,1950,Bayside,-37.9097,144.9914,Southern Metropolitan,10579,"-37.9097, 144.9914",St,5
Brighton,3,h,1650000.0,S,Nick,2016-09-10,11.2,3186,3,2,2,0.0,111.0,1980,Bayside,-37.9174,144.9895,Southern Metropolitan,10579,"-37.9174, 144.9895",St,5
Brighton,5,h,1562500.0,PI,Buxton,2016-09-10,11.2,3186,5,2,2,655.0,202.0,1925,Bayside,-37.9264,145.0044,Southern Metropolitan,10579,"-37.9264, 145.0044",St,5
Brighton,3,h,2050000.0,PI,hockingstuart,2016-12-10,11.2,3186,3,3,2,398.0,262.0,2012,Bayside,-37.899,144.9901,Southern Metropolitan,10579,"-37.899, 144.9901",St,5
Brighton,4,h,3180000.0,S,hockingstuart,2016-12-10,11.2,3186,4,3,6,454.0,126.0,1970,Bayside,-37.9206,145.0051,Southern Metropolitan,10579,"-37.9206, 145.0051",St,5
Brighton,2,t,960000.0,S,Hodges,2016-12-10,11.2,3186,2,1,2,363.0,126.0,1970,Bayside,-37.9275,145.0046,Southern Metropolitan,10579,"-37.9275, 145.0046",St,5
Brighton,4,h,3320000.0,S,Buxton,2016-12-10,11.2,3186,4,3,2,644.0,364.0,2000,Bayside,-37.8964,144.9972,Southern Metropolitan,10579,"-37.8964, 144.9972",St,5
Brighton,4,h,2800000.0,PI,RT,2016-12-10,11.2,3186,4,3,3,596.0,126.0,1970,Bayside,-37.9059,144.9927,Southern Metropolitan,10579,"-37.9059, 144.9927",St,5
Brighton,3,u,1602000.0,S,RT,2016-12-10,11.2,3186,3,2,2,328.0,126.0,1970,Bayside,-37.9288,144.9954,Southern Metropolitan,10579,"-37.9288, 144.9954",Rd,5
Brighton,2,u,1300000.0,PI,Greg,2017-02-11,11.2,3186,2,2,2,0.0,126.0,1970,Bayside,-37.9012,144.9878,Southern Metropolitan,10579,"-37.9012, 144.9878",St,5
Brighton,2,u,1100000.0,S,Buxton,2016-11-12,11.2,3186,2,1,2,0.0,85.0,1935,Bayside,-37.9131,144.995,Southern Metropolitan,10579,"-37.9131, 144.995",St,5
Brighton,3,h,1650000.0,S,Hodges,2016-11-12,11.2,3186,3,2,1,354.0,143.0,1910,Bayside,-37.8916,145.0017,Southern Metropolitan,10579,"-37.8916, 145.0017",St,5
Brighton,2,h,1102000.0,S,hockingstuart,2016-11-12,11.2,3186,2,1,2,318.0,126.0,1970,Bayside,-37.9011,145.0011,Southern Metropolitan,10579,"-37.9011, 145.0011",Gr,5
Brighton,2,u,575000.0,S,Buxton,2016-11-12,11.2,3186,2,1,1,0.0,126.0,1970,Bayside,-37.9097,144.9914,Southern Metropolitan,10579,"-37.9097, 144.9914",St,5
Brighton,2,h,1570000.0,S,Buxton,2016-11-12,11.2,3186,2,1,0,352.0,111.0,1920,Bayside,-37.9154,145.001,Southern Metropolitan,10579,"-37.9154, 145.001",St,5
Brighton,3,t,1411000.0,S,Buxton,2016-11-12,11.2,3186,3,2,2,0.0,126.0,2011,Bayside,-37.9144,145.0004,Southern Metropolitan,10579,"-37.9144, 145.0004",St,5
Brighton,5,h,4700000.0,VB,Hodges,2016-11-12,11.2,3186,5,3,2,1073.0,221.0,1970,Bayside,-37.918,144.9911,Southern Metropolitan,10579,"-37.918, 144.9911",St,5
Brighton,3,h,1785000.0,SP,Buxton,2016-11-12,11.2,3186,3,2,1,404.0,118.0,1953,Bayside,-37.9228,144.9996,Southern Metropolitan,10579,"-37.9228, 144.9996",St,5
Brighton,2,h,1550000.0,VB,Buxton,2016-11-12,11.2,3186,2,2,2,404.0,126.0,1970,Bayside,-37.9104,145.002,Southern Metropolitan,10579,"-37.9104, 145.002",St,5
Brighton,3,h,1875000.0,S,Hodges,2016-08-13,11.2,3186,3,2,2,275.0,170.0,1991,Bayside,-37.9153,144.9924,Southern Metropolitan,10579,"-37.9153, 144.9924",St,5
Brighton,4,h,2400000.0,S,Hodges,2016-08-13,11.2,3186,4,2,2,640.0,126.0,1970,Bayside,-37.892,144.9918,Southern Metropolitan,10579,"-37.892, 144.9918",St,5
Brighton,3,u,1266000.0,S,Hodges,2016-08-13,11.2,3186,3,1,2,277.0,116.0,1950,Bayside,-37.9268,144.991,Southern Metropolitan,10579,"-37.9268, 144.991",Rd,5
Brighton,3,u,826000.0,S,Biggin,2016-05-14,11.2,3186,3,1,2,119.0,126.0,1970,Bayside,-37.8958,144.9994,Southern Metropolitan,10579,"-37.8958, 144.9994",St,5
Brighton,5,h,2730000.0,S,Gary,2016-05-14,11.2,3186,5,3,2,895.0,423.0,1938,Bayside,-37.9204,145.0028,Southern Metropolitan,10579,"-37.9204, 145.0028",St,5
Brighton,2,u,900000.0,S,Nick,2016-05-14,11.2,3186,2,2,1,118.0,126.0,1970,Bayside,-37.914,144.9914,Southern Metropolitan,10579,"-37.914, 144.9914",St,5
Brighton,3,t,1962000.0,S,Marshall,2016-05-14,11.2,3186,3,2,2,323.0,126.0,1995,Bayside,-37.9208,144.9996,Southern Metropolitan,10579,"-37.9208, 144.9996",St,5
Brighton,4,h,3295888.0,S,Hodges,2016-10-15,11.2,3186,4,3,2,565.0,337.0,1990,Bayside,-37.8975,144.9991,Southern Metropolitan,10579,"-37.8975, 144.9991",St,5
Brighton,1,u,375000.0,S,hockingstuart,2016-10-15,11.2,3186,1,1,1,0.0,40.0,1965,Bayside,-37.9181,144.993,Southern Metropolitan,10579,"-37.9181, 144.993",St,5
Brighton,2,u,756000.0,S,Buxton,2016-10-15,11.2,3186,2,1,1,0.0,80.0,1920,Bayside,-37.9112,144.9909,Southern Metropolitan,10579,"-37.9112, 144.9909",St,5
Brighton,2,u,800000.0,VB,hockingstuart,2016-04-16,11.2,3186,2,1,1,131.0,126.0,1970,Bayside,-37.9164,145.0002,Southern Metropolitan,10579,"-37.9164, 145.0002",St,5
Brighton,5,h,2100000.0,PI,Hodges,2016-04-16,11.2,3186,5,5,2,552.0,219.0,1920,Bayside,-37.9012,144.997,Southern Metropolitan,10579,"-37.9012, 144.997",St,5
Brighton,3,h,1500000.0,S,Nick,2016-07-16,11.2,3186,3,2,1,442.0,126.0,1970,Bayside,-37.9158,144.9984,Southern Metropolitan,10579,"-37.9158, 144.9984",St,5
Brighton,2,u,905500.0,S,Buxton,2016-07-16,11.2,3186,2,1,1,122.0,126.0,1970,Bayside,-37.9188,144.9942,Southern Metropolitan,10579,"-37.9188, 144.9942",St,5
Brighton,3,h,2375000.0,S,HAR,2016-09-17,11.2,3186,4,2,2,547.0,302.0,2000,Bayside,-37.9271,145.0034,Southern Metropolitan,10579,"-37.9271, 145.0034",St,5
Brighton,3,h,2275000.0,S,Marshall,2016-09-17,11.2,3186,3,2,1,359.0,126.0,1970,Bayside,-37.8965,145.0022,Southern Metropolitan,10579,"-37.8965, 145.0022",St,5
Brighton,3,h,1385000.0,S,Buxton,2016-09-17,11.2,3186,3,1,2,426.0,120.0,1935,Bayside,-37.9254,145.0045,Southern Metropolitan,10579,"-37.9254, 145.0045",St,5
Brighton,2,h,1601000.0,S,RT,2016-09-17,11.2,3186,2,1,1,380.0,126.0,1958,Bayside,-37.9166,144.9926,Southern Metropolitan,10579,"-37.9166, 144.9926",St,5
Brighton,3,h,2020000.0,S,Nick,2016-09-17,11.2,3186,5,6,2,685.0,419.0,1970,Bayside,-37.9284,144.9986,Southern Metropolitan,10579,"-37.9284, 144.9986",Rd,5
Brighton,3,t,1762000.0,S,Buxton,2016-09-17,11.2,3186,3,2,2,483.0,126.0,1970,Bayside,-37.9075,145.0064,Southern Metropolitan,10579,"-37.9075, 145.0064",St,5
Brighton,3,h,2450000.0,S,Nick,2017-03-18,11.2,3186,3,3,2,482.0,126.0,1970,Bayside,-37.912,144.9994,Southern Metropolitan,10579,"-37.912, 144.9994",St,5
Brighton,2,u,858000.0,S,Marshall,2017-03-18,11.2,3186,2,1,1,107.0,75.0,1950,Bayside,-37.8958,144.9982,Southern Metropolitan,10579,"-37.8958, 144.9982",St,5
Brighton,3,t,1427000.0,S,Marshall,2017-03-18,11.2,3186,3,2,1,313.0,126.0,1970,Bayside,-37.9206,145.0,Southern Metropolitan,10579,"-37.9206, 145.0",St,5
Brighton,3,t,2517500.0,SP,Marshall,2017-03-18,11.2,3186,3,3,2,311.0,126.0,1970,Bayside,-37.9148,145.0009,Southern Metropolitan,10579,"-37.9148, 145.0009",St,5
Brighton,4,h,2800000.0,S,Biggin,2017-03-18,11.2,3186,4,2,4,569.0,229.0,1910,Bayside,-37.8962,145.0011,Southern Metropolitan,10579,"-37.8962, 145.0011",St,5
Brighton,5,h,3700000.0,VB,Kay,2016-06-18,11.2,3186,4,3,4,1572.0,305.0,1890,Bayside,-37.9233,144.9944,Southern Metropolitan,10579,"-37.9233, 144.9944",St,5
Brighton,3,h,1410000.0,S,Buxton,2016-11-19,11.2,3186,3,1,1,375.0,126.0,1930,Bayside,-37.9175,144.9949,Southern Metropolitan,10579,"-37.9175, 144.9949",St,5
Brighton,4,h,2475000.0,VB,Marshall,2016-11-19,11.2,3186,4,2,2,605.0,274.0,1920,Bayside,-37.916,145.0064,Southern Metropolitan,10579,"-37.916, 145.0064",St,5
Brighton,4,h,2700000.0,SP,Nick,2016-11-19,11.2,3186,4,2,2,732.0,333.0,1925,Bayside,-37.8987,144.9953,Southern Metropolitan,10579,"-37.8987, 144.9953",Rd,5
Brighton,3,u,1005000.0,SP,hockingstuart,2016-11-19,11.2,3186,3,1,1,0.0,126.0,1970,Bayside,-37.909,145.0005,Southern Metropolitan,10579,"-37.909, 145.0005",St,5
Brighton,4,h,3900000.0,S,Nick,2016-05-22,11.2,3186,4,2,2,842.0,311.0,1990,Bayside,-37.9227,145.0043,Southern Metropolitan,10579,"-37.9227, 145.0043",St,6
Brighton,2,u,610000.0,S,RT,2016-05-22,11.2,3186,2,1,1,0.0,75.0,2005,Bayside,-37.9156,145.0013,Southern Metropolitan,10579,"-37.9156, 145.0013",St,6
Brighton,3,u,880000.0,S,hockingstuart,2016-05-22,11.2,3186,3,1,1,138.0,126.0,1965,Bayside,-37.896,144.9957,Southern Metropolitan,10579,"-37.896, 144.9957",St,6
Brighton,2,u,737000.0,S,Nick,2016-05-22,11.2,3186,3,1,1,106.0,126.0,1975,Bayside,-37.9159,144.9936,Southern Metropolitan,10579,"-37.9159, 144.9936",St,6
Brighton,2,h,1532000.0,S,Hodges,2016-08-22,11.2,3186,2,1,2,411.0,165.0,1910,Bayside,-37.9095,145.004,Southern Metropolitan,10579,"-37.9095, 145.004",St,0
Brighton,3,u,1250000.0,S,Marshall,2016-08-22,11.2,3186,3,2,0,0.0,126.0,1970,Bayside,-37.9249,144.9928,Southern Metropolitan,10579,"-37.9249, 144.9928",St,0
Brighton,3,u,835000.0,PI,Marshall,2016-08-22,11.2,3186,3,2,1,0.0,126.0,1970,Bayside,-37.909,145.0005,Southern Metropolitan,10579,"-37.909, 145.0005",St,0
Brighton,3,h,2320000.0,S,Nick,2016-09-24,11.2,3186,3,2,2,589.0,126.0,1970,Bayside,-37.9253,145.0034,Southern Metropolitan,10579,"-37.9253, 145.0034",St,5
Brighton,4,h,2000000.0,S,Marshall,2017-02-25,11.2,3186,4,2,2,471.0,126.0,1970,Bayside,-37.8956,145.0037,Southern Metropolitan,10579,"-37.8956, 145.0037",St,5
Brighton,2,t,1230000.0,S,Hodges,2017-02-25,11.2,3186,2,2,2,201.0,126.0,1970,Bayside,-37.905,144.9959,Southern Metropolitan,10579,"-37.905, 144.9959",St,5
Brighton,3,h,2375000.0,S,Buxton,2017-02-25,11.2,3186,3,2,2,470.0,126.0,1970,Bayside,-37.9152,144.993,Southern Metropolitan,10579,"-37.9152, 144.993",St,5
Brighton,2,t,1037000.0,S,Buxton,2017-02-25,11.2,3186,2,1,2,125.0,2.0,2009,Bayside,-37.9078,145.0051,Southern Metropolitan,10579,"-37.9078, 145.0051",St,5
Brighton,4,h,3050000.0,SP,Buxton,2017-02-25,11.2,3186,4,4,2,578.0,319.0,1995,Bayside,-37.8989,145.0008,Southern Metropolitan,10579,"-37.8989, 145.0008",Rd,5
Brighton,4,t,1630000.0,SP,Biggin,2017-02-25,11.2,3186,4,2,2,432.0,196.0,2000,Bayside,-37.9228,145.0022,Southern Metropolitan,10579,"-37.9228, 145.0022",St,5
Brighton,2,h,1701000.0,S,Buxton,2017-02-25,11.2,3186,2,1,2,0.0,126.0,1970,Bayside,-37.9118,145.0041,Southern Metropolitan,10579,"-37.9118, 145.0041",St,5
Brighton,2,u,760000.0,PI,Hodges,2017-02-25,11.2,3186,2,1,2,0.0,126.0,1970,Bayside,-37.914,145.003,Southern Metropolitan,10579,"-37.914, 145.003",St,5
Brighton,4,h,2640000.0,S,Hodges,2016-07-26,11.2,3186,4,2,2,848.0,246.0,1975,Bayside,-37.9234,145.0042,Southern Metropolitan,10579,"-37.9234, 145.0042",St,1
Brighton,2,u,850000.0,PI,Buxton,2016-11-27,11.2,3186,2,1,1,0.0,126.0,1970,Bayside,-37.9116,144.9978,Southern Metropolitan,10579,"-37.9116, 144.9978",St,6
Brighton,1,u,671000.0,S,Buxton,2016-11-27,11.2,3186,1,1,1,70.0,74.0,1980,Bayside,-37.9194,145.0003,Southern Metropolitan,10579,"-37.9194, 145.0003",St,6
Brighton,4,t,2250000.0,SP,Marshall,2016-11-27,11.2,3186,4,2,2,230.0,281.0,2012,Bayside,-37.9237,145.0056,Southern Metropolitan,10579,"-37.9237, 145.0056",St,6
Brighton,3,h,2900000.0,S,Nick,2016-11-27,11.2,3186,3,1,1,659.0,161.0,1942,Bayside,-37.919,144.9953,Southern Metropolitan,10579,"-37.919, 144.9953",Rd,6
Brighton,3,u,1620000.0,S,Buxton,2016-11-27,11.2,3186,3,2,2,231.0,126.0,1970,Bayside,-37.9121,144.9953,Southern Metropolitan,10579,"-37.9121, 144.9953",St,6
Brighton,3,h,3550000.0,S,Nick,2016-11-27,11.2,3186,3,2,0,1007.0,126.0,1970,Bayside,-37.9097,144.9981,Southern Metropolitan,10579,"-37.9097, 144.9981",St,6
Brighton,4,h,2750000.0,S,Nick,2016-05-28,11.2,3186,4,2,2,687.0,126.0,1970,Bayside,-37.904,144.9919,Southern Metropolitan,10579,"-37.904, 144.9919",St,5
Brighton,5,h,3751000.0,S,Marshall,2016-05-28,11.2,3186,3,3,2,584.0,126.0,1970,Bayside,-37.921,144.9966,Southern Metropolitan,10579,"-37.921, 144.9966",St,5
Brighton,3,t,1425000.0,S,Hodges,2016-05-28,11.2,3186,3,2,2,495.0,126.0,1970,Bayside,-37.9049,145.0069,Southern Metropolitan,10579,"-37.9049, 145.0069",St,5
Brighton,4,h,2405000.0,S,RT,2016-05-28,11.2,3186,4,1,2,695.0,142.0,1970,Bayside,-37.9262,144.9969,Southern Metropolitan,10579,"-37.9262, 144.9969",Gr,5
Brighton,3,u,1352500.0,S,hockingstuart,2016-08-28,11.2,3186,2,2,1,280.0,110.0,1993,Bayside,-37.91,144.989,Southern Metropolitan,10579,"-37.91, 144.989",St,6
Brighton,3,h,2030000.0,S,Nick,2016-08-28,11.2,3186,4,2,2,366.0,126.0,1970,Bayside,-37.9193,144.9898,Southern Metropolitan,10579,"-37.9193, 144.9898",St,6
Brighton,5,h,3105000.0,S,Marshall,2016-08-28,11.2,3186,4,2,2,1045.0,304.0,1930,Bayside,-37.9205,145.0012,Southern Metropolitan,10579,"-37.9205, 145.0012",St,6
Brighton,3,h,1171000.0,S,Nick,2016-08-28,11.2,3186,3,2,2,279.0,126.0,1970,Bayside,-37.9002,144.9928,Southern Metropolitan,10579,"-37.9002, 144.9928",St,6
Brighton,2,t,1400000.0,S,RT,2016-08-28,11.2,3186,2,2,1,267.0,126.0,1970,Bayside,-37.9159,144.9933,Southern Metropolitan,10579,"-37.9159, 144.9933",Pl,6
Brighton,3,h,1600000.0,VB,RT,2016-07-30,11.2,3186,3,2,2,266.0,126.0,2000,Bayside,-37.9241,145.0028,Southern Metropolitan,10579,"-37.9241, 145.0028",St,5
Brighton,4,h,1500000.0,VB,Hodges,2016-07-30,11.2,3186,3,2,1,549.0,195.0,1990,Bayside,-37.8869,144.9982,Southern Metropolitan,10579,"-37.8869, 144.9982",St,5
Brighton East,4,h,1940000.0,S,hockingstuart,2016-09-03,10.7,3187,4,2,2,682.0,240.0,1960,Bayside,-37.9205,145.0122,Southern Metropolitan,6938,"-37.9205, 145.0122",St,5
Brighton East,4,h,1850000.0,S,Nick,2016-09-03,10.7,3187,4,2,2,617.0,268.0,1940,Bayside,-37.9187,145.007,Southern Metropolitan,6938,"-37.9187, 145.007",Rd,5
Brighton East,3,h,930000.0,SP,Marshall,2016-09-03,10.7,3187,3,1,1,329.0,117.0,1930,Bayside,-37.9317,145.0218,Southern Metropolitan,6938,"-37.9317, 145.0218",Rd,5
Brighton East,4,h,1310000.0,PI,hockingstuart,2016-12-03,10.7,3187,4,3,2,618.0,213.0,2008,Bayside,-37.9162,145.0219,Southern Metropolitan,6938,"-37.9162, 145.0219",Rd,5
Brighton East,2,h,1250000.0,SP,hockingstuart,2016-12-03,10.7,3187,2,1,2,443.0,126.0,1970,Bayside,-37.9077,145.0229,Southern Metropolitan,6938,"-37.9077, 145.0229",St,5
Brighton East,4,h,2504000.0,S,Marshall,2016-12-03,10.7,3187,4,2,2,674.0,183.0,1950,Bayside,-37.9022,145.0125,Southern Metropolitan,6938,"-37.9022, 145.0125",St,5
Brighton East,2,u,700000.0,PI,hockingstuart,2016-12-03,10.7,3187,2,1,1,0.0,126.0,1970,Bayside,-37.9195,145.0067,Southern Metropolitan,6938,"-37.9195, 145.0067",St,5
Brighton East,2,u,750000.0,SP,Buxton,2016-12-03,10.7,3187,2,1,3,305.0,126.0,1970,Bayside,-37.9318,145.0293,Southern Metropolitan,6938,"-37.9318, 145.0293",Rd,5
Brighton East,3,t,1302500.0,S,Buxton,2017-03-04,10.7,3187,3,2,2,391.0,126.0,1970,Bayside,-37.9179,145.0091,Southern Metropolitan,6938,"-37.9179, 145.0091",St,5
Brighton East,2,h,1445000.0,S,Biggin,2017-03-04,10.7,3187,2,1,1,649.0,126.0,1940,Bayside,-37.9153,145.0142,Southern Metropolitan,6938,"-37.9153, 145.0142",Rd,5
Brighton East,2,h,980000.0,S,Hodges,2016-06-04,10.7,3187,3,1,1,247.0,126.0,1970,Bayside,-37.917,145.0137,Southern Metropolitan,6938,"-37.917, 145.0137",St,5
Brighton East,4,h,1495000.0,S,Nick,2016-06-04,10.7,3187,4,2,2,597.0,126.0,1970,Bayside,-37.9179,145.019,Southern Metropolitan,6938,"-37.9179, 145.019",St,5
Brighton East,4,h,1825000.0,PI,Buxton,2016-06-04,10.7,3187,4,3,2,594.0,594.0,1973,Bayside,-37.9029,145.0118,Southern Metropolitan,6938,"-37.9029, 145.0118",Ct,5
Brighton East,5,h,1700000.0,VB,Marshall,2016-06-04,10.7,3187,4,2,1,994.0,274.0,1935,Bayside,-37.9187,145.0187,Southern Metropolitan,6938,"-37.9187, 145.0187",St,5
Brighton East,5,h,1400000.0,VB,Buxton,2016-06-04,10.7,3187,4,3,4,824.0,235.0,1930,Bayside,-37.9091,145.0245,Southern Metropolitan,6938,"-37.9091, 145.0245",St,5
Brighton East,3,h,1075000.0,PI,hockingstuart,2016-06-04,10.7,3187,3,2,2,312.0,126.0,1990,Glen Eira,-37.9179,145.0232,Southern Metropolitan,6938,"-37.9179, 145.0232",St,5
Brighton East,3,h,1860000.0,S,Marshall,2016-08-06,10.7,3187,3,2,2,686.0,126.0,1948,Bayside,-37.9241,145.0125,Southern Metropolitan,6938,"-37.9241, 145.0125",St,5
Brighton East,3,h,1500000.0,S,Nick,2016-08-06,10.7,3187,3,2,2,315.0,228.0,2000,Bayside,-37.9199,145.0174,Southern Metropolitan,6938,"-37.9199, 145.0174",Rd,5
Brighton East,3,t,870000.0,S,hockingstuart,2016-08-06,10.7,3187,3,2,2,158.0,126.0,1970,Bayside,-37.9271,145.0281,Southern Metropolitan,6938,"-37.9271, 145.0281",St,5
Brighton East,4,h,2000000.0,PI,Buxton,2016-05-07,10.7,3187,4,2,2,687.0,126.0,1970,Bayside,-37.9117,145.0093,Southern Metropolitan,6938,"-37.9117, 145.0093",St,5
Brighton East,3,h,1400000.0,VB,Marshall,2016-05-07,10.7,3187,3,1,3,613.0,182.0,1950,Bayside,-37.9177,145.0143,Southern Metropolitan,6938,"-37.9177, 145.0143",St,5
Brighton East,3,h,1300000.0,VB,Marshall,2016-05-07,10.7,3187,3,2,3,619.0,126.0,1970,Bayside,-37.927,145.0267,Southern Metropolitan,6938,"-37.927, 145.0267",Rd,5
